NAME_1,NAME_2,NAME_3,yr2014,yr2023_post_eq,yr2023_pre_eq,eq_mi,pc_14_23pre_eq,pc_14_23post_eq
Meknès - Tafilalet,Meknès,NA (Ouislane),88.7606201171875,127.83653884098447,112.37096811109974,NA,26.600025960544592,44.0239361466903
Meknès - Tafilalet,Meknès,NA (Toulal),21.044755935668945,28.59669974644979,28.82219760207569,NA,36.95667315022024,35.88515748942941
Meknès - Tafilalet,Meknès,Zerhoun,1.3325879573822021,6.279376905411482,5.607684601755703,NA,320.8115922622999,371.2166930989668
Oriental,Berkane Taourirt,Ahfir,12.547451972961426,19.91854035059611,17.782381698063443,NA,41.721058079224335,58.74569907514836
Oriental,Berkane Taourirt,Aklim,8.691363334655762,13.067471396538519,12.64519260951451,NA,45.49147380703015,50.350076200744645
Oriental,Berkane Taourirt,El Aioun,1.493844985961914,5.957314673811197,4.945190432998869,NA,231.03772342312817,298.7906864362619
Oriental,Berkane Taourirt,NA (Ahfir),86.614593505859375,103.3959311026114,100.58371095096363,NA,16.12790279291591,19.374723031652614
Oriental,Berkane Taourirt,NA (Ain Erreggada),68.55345916748047,84.23860931396484,84.99485384623209,NA,23.983318826529594,22.88017313344401
Oriental,Berkane Taourirt,NA (Aklim),6.256207466125488,8.085201997023363,8.135630791003887,NA,30.04093670254095,29.23487657340404
Oriental,Berkane Taourirt,NA (Berkane),136.1875457763672,337.34728358342096,378.0731601715088,NA,177.6121399473199,147.70788082001056
Oriental,Berkane Taourirt,NA (El Aioun Sidi Mellouk),8.370600700378418,18.56532521083437,18.827011853456497,NA,124.91828875083439,121.7920299315564
Oriental,Berkane Taourirt,NA (Saidia),466.3932800292969,356.7811479921694,356.94036131194144,NA,-23.467945059259872,-23.50208219771994
Oriental,Berkane Taourirt,NA (Sidi Slimane Echcherraa),4.145182132720947,8.880315828323365,7.459116751497443,NA,79.94665886010633,114.23222295166605
Oriental,Berkane Taourirt,NA (Taourirt),559.6514892578125,547.3479354293258,539.5257604262408,NA,-3.5961181588673368,-2.1984313567722547
Oriental,Berkane Taourirt,Taourirt,2.6602914333343506,6.792908564209938,6.037013868490854,NA,126.9305457607024,155.34452650910717
Oriental,Figuig,Bni Tadjite,0.12685589492321014,3.437393647618592,2.94234660871931,NA,2219.440188806681,2609.6838106730115
Oriental,Figuig,Figuig,0.04406163841485977,3.3192744597326964,2.8366779641885507,NA,6337.9765851645725,7433.252459838789
Oriental,Figuig,NA (Bouarfa),21.88508415222168,29.613082096494477,27.319506645202637,NA,24.831627126411014,35.311712262656684
Oriental,Figuig,NA (Figuig),7.219738960266113,9.779639746461594,10.610388694490705,NA,46.96360564952636,35.4569715094121
Oriental,Jerada,Ain Bni Mat,0.4332699179649353,3.4192331875524213,2.9362782956780613,NA,577.7018606483765,689.1693020398294
Oriental,Jerada,Debdou,0.052536312490701675,3.332788957748562,2.8734736478811986,NA,5369.500068909044,6243.781662137835
Oriental,Jerada,Jerada Banl,1.4197615385055542,5.180715257121671,5.038404264965573,NA,254.8767964420993,264.900380564958
Oriental,Jerada,NA (Ain Bni Mathar),0,3.5436455219909844,2.945620465577536,NA,NA,NA
Oriental,Jerada,NA (Debdou),31.856508255004883,35.29782702128092,34.607680852072576,NA,8.636139827520063,10.80256109278827
Oriental,Jerada,NA (Jrada),186.5525360107422,216.10241685090244,227.67627955845424,NA,22.044054949402586,15.839978095209972
Oriental,Jerada,NA (Touissit),0,4.031119343780336,4.396714051223446,NA,NA,NA
Oriental,Nador,Driouch,9.267181396484375,12.338347159326077,11.897256722321382,NA,28.380531396900892,33.14023575719353
Oriental,Nador,Guelaia,34.41096115112305,44.16529430881623,41.70938245455424,NA,21.209582816878093,28.346587341326956
Oriental,Nador,Louta,2.5662500858306885,7.730229054727862,6.28254493408733,NA,144.81421233167487,201.226645735332
Oriental,Nador,NA (Al Aaroui),43.3288459777832,88.7701643535069,98.35380844388689,NA,126.9938333790788,104.87544117612471
Oriental,Nador,NA (Bni Ansar),170.0271759033203,177.90279943602425,158.27963147443884,NA,-6.909215757110074,4.631979264998275
Oriental,Nador,NA (Nador),216.4267578125,241.70827300207955,284.057529333866,NA,31.248803153978542,11.6813260269241
Oriental,Nador,NA (Zaio),38.0328369140625,52.31161814722522,56.68306105477469,NA,49.03716276241371,37.54329782294833
Oriental,Nador,NA (Zeghanghane),198.30441284179688,182.6058893556948,199.03047191395478,NA,0.36613359317280747,-7.9163762727892575
Oriental,Nador,Rif,7.922887325286865,12.398636177182198,14.173527567727225,NA,78.89346378170336,56.491385881639786
Oriental,Oujda Angad,NA (Bni Drar),3.7865047454833984,10.094069908772196,7.585334250756672,NA,100.32549172966378,166.58014679137955
Oriental,Oujda Angad,NA (Neima),0.05719362944364548,4.281952379478349,3.807259366342,NA,6556.789232257768,7386.764559499549
Oriental,Oujda Angad,NA (Ouad Ennachef Sidi Maafa),394.4758605957031,373.30291041621456,368.42533612932476,NA,-6.603832342754543,-5.367362694263476
Oriental,Oujda Angad,NA (Oujda Sidi Ziane),243.5584716796875,324.18201211782605,309.2640165441176,NA,26.977318592654765,33.10233468050722
Oriental,Oujda Angad,NA (Sidi Driss El Qadi),319.9611511230469,304.16576326810394,302.31207493373324,NA,-5.5160059674014486,-4.936658028483129
Oriental,Oujda Angad,NA (Sidi Yahya),9.412233352661133,23.912496633529663,25.847494938794306,NA,174.61595957442353,154.05762625688465
Oriental,Oujda Angad,Oujda Banli,8.810513496398926,13.125988976160686,13.044681889670235,NA,48.0581341258023,48.98097575726547
Rabat - Salé - Zemmour - Zaer,Khémisset,Khemisset,3.73325777053833,7.788999505341053,8.955715691721117,3.8,139.8900971263422,108.63813816472391
Rabat - Salé - Zemmour - Zaer,Khémisset,NA (Khemisset),20.147716522216797,82.2461091821844,56.96634127876975,NA,182.74341271356096,308.2155369393449
Rabat - Salé - Zemmour - Zaer,Khémisset,NA (Rommani),0,5.658222676316897,5.35019769976216,4,NA,NA
Rabat - Salé - Zemmour - Zaer,Khémisset,NA (Tiflet),73.27685546875,190.48606619834902,197.624004178577,NA,169.69498474570418,159.9539308555409
Rabat - Salé - Zemmour - Zaer,Khémisset,Oulmes,0.692969024181366,4.624747704714537,4.1816408100881075,4,503.4383448853373,567.381591865228
